entry,at,order
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:25:00.222Z,176318070022200
"""whywaita @ DtjzvbAuKs"" posts a big blind of 2000",2025-11-15T04:24:57.840Z,176318069784012
"""ANN @ IjVUpuZ9EK"" posts a small blind of 1000",2025-11-15T04:24:57.840Z,176318069784011
"""whywaita @ DtjzvbAuKs"" posts an ante of 333",2025-11-15T04:24:57.840Z,176318069784010
"""ANN @ IjVUpuZ9EK"" posts an ante of 333",2025-11-15T04:24:57.840Z,176318069784009
"""wafu @ Oc04ITRF7i"" posts an ante of 333",2025-11-15T04:24:57.840Z,176318069784008
"""ramune @ 3rSQmMhWok"" posts an ante of 333",2025-11-15T04:24:57.840Z,176318069784007
"Your hand is A♣, J♦",2025-11-15T04:24:57.840Z,176318069784006
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (128280) | #6 ""wafu @ Oc04ITRF7i"" (50000) | #7 ""ANN @ IjVUpuZ9EK"" (50282) | #9 ""whywaita @ DtjzvbAuKs"" (221438)",2025-11-15T04:24:57.840Z,176318069784002
"-- starting hand #69 (id: 7cgc3fwysijr)  (No Limit Texas Hold'em) (dead button) --",2025-11-15T04:24:57.840Z,176318069784001
"The player ""wafu @ Oc04ITRF7i"" joined the game with a stack of 50000.",2025-11-15T04:24:57.840Z,176318069784000
"-- ending hand #68 --",2025-11-15T04:24:51.838Z,176318069183802
"""whywaita @ DtjzvbAuKs"" collected 92999 from pot with Pair, Q's (combination: Q♠, Q♦, 8♣, 5♣, 4♦)",2025-11-15T04:24:51.838Z,176318069183801
"""whywaita @ DtjzvbAuKs"" shows a 3♥, Q♠.",2025-11-15T04:24:51.838Z,176318069183800
"""ramune @ 3rSQmMhWok"" calls 30000",2025-11-15T04:24:51.028Z,176318069102800
"""whywaita @ DtjzvbAuKs"" bets 30000",2025-11-15T04:24:32.980Z,176318067298000
"River: Q♦, 2♠, 5♣, 8♣ [4♦]",2025-11-15T04:24:22.113Z,176318066211300
"""ramune @ 3rSQmMhWok"" calls 6000",2025-11-15T04:24:21.243Z,176318066124300
"""whywaita @ DtjzvbAuKs"" bets 6000",2025-11-15T04:24:06.648Z,176318064664800
"Turn: Q♦, 2♠, 5♣ [8♣]",2025-11-15T04:23:56.043Z,176318063604300
"""ramune @ 3rSQmMhWok"" calls 5000",2025-11-15T04:23:55.230Z,176318063523000
"""whywaita @ DtjzvbAuKs"" bets 5000",2025-11-15T04:23:44.955Z,176318062495500
"Flop:  [Q♦, 2♠, 5♣]",2025-11-15T04:23:31.820Z,176318061182000
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:23:31.006Z,176318061100600
"The admin approved the player ""wafu @ Oc04ITRF7i"" participation with a stack of 50000.",2025-11-15T04:23:30.095Z,176318061009501
"The player ""wafu @ Oc04ITRF7i"" requested a seat.",2025-11-15T04:23:30.095Z,176318061009500
"""ramune @ 3rSQmMhWok"" calls 4000",2025-11-15T04:23:28.244Z,176318060824400
"""whywaita @ DtjzvbAuKs"" raises to 4000",2025-11-15T04:23:24.372Z,176318060437200
"""ANN @ IjVUpuZ9EK"" posts a big blind of 2000",2025-11-15T04:23:18.528Z,176318059852810
"Dead Small Blind",2025-11-15T04:23:18.528Z,176318059852809
"""whywaita @ DtjzvbAuKs"" posts an ante of 333",2025-11-15T04:23:18.528Z,176318059852808
"""ANN @ IjVUpuZ9EK"" posts an ante of 333",2025-11-15T04:23:18.528Z,176318059852807
"""ramune @ 3rSQmMhWok"" posts an ante of 333",2025-11-15T04:23:18.528Z,176318059852806
"Your hand is 3♥, Q♠",2025-11-15T04:23:18.528Z,176318059852805
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (173613) | #7 ""ANN @ IjVUpuZ9EK"" (52615) | #9 ""whywaita @ DtjzvbAuKs"" (173772)",2025-11-15T04:23:18.528Z,176318059852802
"-- starting hand #68 (id: u2fcbaxfw1fz)  (No Limit Texas Hold'em) (dealer: ""ramune @ 3rSQmMhWok"") --",2025-11-15T04:23:18.528Z,176318059852801
"The player ""wafu @ Oc04ITRF7i"" quits the game with a stack of 0.",2025-11-15T04:23:18.528Z,176318059852800
"-- ending hand #67 --",2025-11-15T04:23:12.515Z,176318059251501
"""whywaita @ DtjzvbAuKs"" collected 113746 from pot with Two Pair, 8's & 6's (combination: 8♦, 8♠, 6♦, 6♣, 4♣)",2025-11-15T04:23:12.515Z,176318059251500
"River: 2♥, 6♣, 2♣, 4♣ [8♠]",2025-11-15T04:23:08.513Z,176318058851300
"Turn: 2♥, 6♣, 2♣ [4♣]",2025-11-15T04:23:04.477Z,176318058447700
"""whywaita @ DtjzvbAuKs"" shows a 8♦, 6♦.",2025-11-15T04:23:00.467Z,176318058046701
"""wafu @ Oc04ITRF7i"" shows a 6♠, A♣.",2025-11-15T04:23:00.467Z,176318058046700
"""whywaita @ DtjzvbAuKs"" calls 40208",2025-11-15T04:22:59.657Z,176318057965700
"""wafu @ Oc04ITRF7i"" raises to 40208 and go all in",2025-11-15T04:22:55.581Z,176318057558100
"""whywaita @ DtjzvbAuKs"" bets 8000",2025-11-15T04:22:49.533Z,176318056953300
"""wafu @ Oc04ITRF7i"" checks",2025-11-15T04:22:22.391Z,176318054239100
"Flop:  [2♥, 6♣, 2♣]",2025-11-15T04:22:08.748Z,176318052874800
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:22:07.890Z,176318052789000
"""whywaita @ DtjzvbAuKs"" calls 13999",2025-11-15T04:22:05.179Z,176318052517900
"""wafu @ Oc04ITRF7i"" raises to 13999",2025-11-15T04:22:00.240Z,176318052024000
"""ramune @ 3rSQmMhWok"" calls 4000",2025-11-15T04:21:51.432Z,176318051143200
"""whywaita @ DtjzvbAuKs"" raises to 4000",2025-11-15T04:21:42.527Z,176318050252700
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:21:38.051Z,176318049805100
"""wafu @ Oc04ITRF7i"" posts a big blind of 2000",2025-11-15T04:21:36.068Z,176318049606811
"""ramune @ 3rSQmMhWok"" posts a small blind of 1000",2025-11-15T04:21:36.068Z,176318049606810
"""whywaita @ DtjzvbAuKs"" posts an ante of 333",2025-11-15T04:21:36.068Z,176318049606809
"""ANN @ IjVUpuZ9EK"" posts an ante of 333",2025-11-15T04:21:36.068Z,176318049606808
"""wafu @ Oc04ITRF7i"" posts an ante of 333",2025-11-15T04:21:36.068Z,176318049606807
"""ramune @ 3rSQmMhWok"" posts an ante of 333",2025-11-15T04:21:36.068Z,176318049606806
"Your hand is 8♦, 6♦",2025-11-15T04:21:36.068Z,176318049606805
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (177946) | #6 ""wafu @ Oc04ITRF7i"" (54540) | #7 ""ANN @ IjVUpuZ9EK"" (52948) | #9 ""whywaita @ DtjzvbAuKs"" (114566)",2025-11-15T04:21:36.068Z,176318049606801
"-- starting hand #67 (id: hsqs2jrro0t8)  (No Limit Texas Hold'em) (dealer: ""whywaita @ DtjzvbAuKs"") --",2025-11-15T04:21:36.068Z,176318049606800
"-- ending hand #66 --",2025-11-15T04:21:33.141Z,176318049314102
"""ramune @ 3rSQmMhWok"" collected 14532 from pot",2025-11-15T04:21:33.141Z,176318049314101
"Uncalled bet of 15600 returned to ""ramune @ 3rSQmMhWok""",2025-11-15T04:21:33.141Z,176318049314100
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T04:21:32.337Z,176318049233700
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T04:21:31.320Z,176318049132000
"""ramune @ 3rSQmMhWok"" raises to 20000",2025-11-15T04:21:07.209Z,176318046720900
"""whywaita @ DtjzvbAuKs"" calls 4400",2025-11-15T04:20:51.792Z,176318045179200
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:20:48.629Z,176318044862900
"""wafu @ Oc04ITRF7i"" raises to 4400",2025-11-15T04:20:44.472Z,176318044447200
"""ramune @ 3rSQmMhWok"" posts a big blind of 2000",2025-11-15T04:20:39.372Z,176318043937212
"""whywaita @ DtjzvbAuKs"" posts a small blind of 1000",2025-11-15T04:20:39.372Z,176318043937211
"""whywaita @ DtjzvbAuKs"" posts an ante of 333",2025-11-15T04:20:39.372Z,176318043937210
"""ANN @ IjVUpuZ9EK"" posts an ante of 333",2025-11-15T04:20:39.372Z,176318043937209
"""wafu @ Oc04ITRF7i"" posts an ante of 333",2025-11-15T04:20:39.372Z,176318043937208
"""ramune @ 3rSQmMhWok"" posts an ante of 333",2025-11-15T04:20:39.372Z,176318043937207
"Your hand is K♥, 9♥",2025-11-15T04:20:39.372Z,176318043937206
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (168147) | #6 ""wafu @ Oc04ITRF7i"" (59273) | #7 ""ANN @ IjVUpuZ9EK"" (53281) | #9 ""whywaita @ DtjzvbAuKs"" (119299)",2025-11-15T04:20:39.372Z,176318043937202
"-- starting hand #66 (id: hxofybjhllrn)  (No Limit Texas Hold'em) (dealer: ""ANN @ IjVUpuZ9EK"") --",2025-11-15T04:20:39.372Z,176318043937201
"The player ""tanaka @ InoI33tFUO"" quits the game with a stack of 0.",2025-11-15T04:20:39.372Z,176318043937200
"-- ending hand #65 --",2025-11-15T04:20:33.368Z,176318043336801
"""ramune @ 3rSQmMhWok"" collected 89423 from pot with Three of a Kind, 5's (combination: 5♦, 5♠, 5♣, A♦, K♠)",2025-11-15T04:20:33.368Z,176318043336800
"River: K♠, A♦, 5♣, 10♦ [6♠]",2025-11-15T04:20:29.354Z,176318042935400
"""ramune @ 3rSQmMhWok"" shows a 5♦, 5♠.",2025-11-15T04:20:25.309Z,176318042530901
"""tanaka @ InoI33tFUO"" shows a A♠, 9♦.",2025-11-15T04:20:25.309Z,176318042530900
"""ramune @ 3rSQmMhWok"" calls 37379",2025-11-15T04:20:24.468Z,176318042446800
"""tanaka @ InoI33tFUO"" raises to 37379 and go all in",2025-11-15T04:20:22.078Z,176318042207800
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T04:20:08.008Z,176318040800800
"""ramune @ 3rSQmMhWok"" bets 7000",2025-11-15T04:20:05.740Z,176318040574000
"""tanaka @ InoI33tFUO"" checks",2025-11-15T04:19:54.385Z,176318039438500
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T04:19:51.378Z,176318039137800
"Turn: K♠, A♦, 5♣ [10♦]",2025-11-15T04:19:44.374Z,176318038437400
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T04:19:43.566Z,176318038356600
"""tanaka @ InoI33tFUO"" checks",2025-11-15T04:19:25.995Z,176318036599500
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T04:19:16.287Z,176318035628700
"Flop:  [K♠, A♦, 5♣]",2025-11-15T04:19:12.895Z,176318035289500
"""whywaita @ DtjzvbAuKs"" calls 4000",2025-11-15T04:19:12.091Z,176318035209100
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:19:09.859Z,176318034985900
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T04:19:08.783Z,176318034878300
"""ramune @ 3rSQmMhWok"" calls 4000",2025-11-15T04:19:02.352Z,176318034235200
"""tanaka @ InoI33tFUO"" raises to 4000",2025-11-15T04:18:55.030Z,176318033503000
"""whywaita @ DtjzvbAuKs"" posts a big blind of 2000",2025-11-15T04:18:49.933Z,176318032993313
"""ANN @ IjVUpuZ9EK"" posts a small blind of 1000",2025-11-15T04:18:49.933Z,176318032993312
"""whywaita @ DtjzvbAuKs"" posts an ante of 333",2025-11-15T04:18:49.933Z,176318032993311
"""ANN @ IjVUpuZ9EK"" posts an ante of 333",2025-11-15T04:18:49.933Z,176318032993310
"""wafu @ Oc04ITRF7i"" posts an ante of 333",2025-11-15T04:18:49.933Z,176318032993309
"""ramune @ 3rSQmMhWok"" posts an ante of 333",2025-11-15T04:18:49.933Z,176318032993308
"""tanaka @ InoI33tFUO"" posts an ante of 333",2025-11-15T04:18:49.933Z,176318032993307
"Your hand is 9♥, 8♥",2025-11-15T04:18:49.933Z,176318032993306
"Player stacks: #2 ""tanaka @ InoI33tFUO"" (41712) | #5 ""ramune @ 3rSQmMhWok"" (120436) | #6 ""wafu @ Oc04ITRF7i"" (59606) | #7 ""ANN @ IjVUpuZ9EK"" (54614) | #9 ""whywaita @ DtjzvbAuKs"" (123632)",2025-11-15T04:18:49.933Z,176318032993301
"-- starting hand #65 (id: ekdtgtfswbyz)  (No Limit Texas Hold'em) (dealer: ""wafu @ Oc04ITRF7i"") --",2025-11-15T04:18:49.933Z,176318032993300
"""ANN @ IjVUpuZ9EK"" shows a 3♥.",2025-11-15T04:18:48.673Z,176318032867300
"-- ending hand #64 --",2025-11-15T04:18:46.325Z,176318032632502
"""whywaita @ DtjzvbAuKs"" collected 6665 from pot",2025-11-15T04:18:46.325Z,176318032632501
"Uncalled bet of 2000 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T04:18:46.325Z,176318032632500
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:18:45.498Z,176318032549800
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T04:18:43.591Z,176318032359100
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:18:42.287Z,176318032228700
"""tanaka @ InoI33tFUO"" folds",2025-11-15T04:18:41.139Z,176318032113900
"""whywaita @ DtjzvbAuKs"" raises to 4000",2025-11-15T04:18:38.087Z,176318031808700
"""ANN @ IjVUpuZ9EK"" posts a big blind of 2000",2025-11-15T04:18:32.053Z,176318031205313
"""wafu @ Oc04ITRF7i"" posts a small blind of 1000",2025-11-15T04:18:32.053Z,176318031205312
"""whywaita @ DtjzvbAuKs"" posts an ante of 333",2025-11-15T04:18:32.053Z,176318031205311
"""ANN @ IjVUpuZ9EK"" posts an ante of 333",2025-11-15T04:18:32.053Z,176318031205310
"""wafu @ Oc04ITRF7i"" posts an ante of 333",2025-11-15T04:18:32.053Z,176318031205309
"""ramune @ 3rSQmMhWok"" posts an ante of 333",2025-11-15T04:18:32.053Z,176318031205308
"""tanaka @ InoI33tFUO"" posts an ante of 333",2025-11-15T04:18:32.053Z,176318031205307
"Your hand is 10♦, Q♥",2025-11-15T04:18:32.053Z,176318031205306
"Player stacks: #2 ""tanaka @ InoI33tFUO"" (42045) | #5 ""ramune @ 3rSQmMhWok"" (120769) | #6 ""wafu @ Oc04ITRF7i"" (60939) | #7 ""ANN @ IjVUpuZ9EK"" (56947) | #9 ""whywaita @ DtjzvbAuKs"" (119300)",2025-11-15T04:18:32.053Z,176318031205301
"-- starting hand #64 (id: 5yni5ttz3nar)  (No Limit Texas Hold'em) (dealer: ""ramune @ 3rSQmMhWok"") --",2025-11-15T04:18:32.053Z,176318031205300
"-- ending hand #63 --",2025-11-15T04:18:29.150Z,176318030915002
"""wafu @ Oc04ITRF7i"" collected 5665 from pot",2025-11-15T04:18:29.150Z,176318030915001
"Uncalled bet of 10000 returned to ""wafu @ Oc04ITRF7i""",2025-11-15T04:18:29.150Z,176318030915000
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:18:28.344Z,176318030834400
"""wafu @ Oc04ITRF7i"" raises to 12000",2025-11-15T04:18:24.146Z,176318030414600
"""ramune @ 3rSQmMhWok"" calls 2000",2025-11-15T04:18:12.627Z,176318029262700
"""tanaka @ InoI33tFUO"" folds",2025-11-15T04:18:07.999Z,176318028799900
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T04:18:05.344Z,176318028534400
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:18:04.132Z,176318028413200
"""wafu @ Oc04ITRF7i"" posts a big blind of 2000",2025-11-15T04:17:48.592Z,176318026859214
"""ramune @ 3rSQmMhWok"" posts a small blind of 1000",2025-11-15T04:17:48.592Z,176318026859213
"""whywaita @ DtjzvbAuKs"" posts an ante of 333",2025-11-15T04:17:48.592Z,176318026859212
"""ANN @ IjVUpuZ9EK"" posts an ante of 333",2025-11-15T04:17:48.592Z,176318026859211
"""wafu @ Oc04ITRF7i"" posts an ante of 333",2025-11-15T04:17:48.592Z,176318026859210
"""ramune @ 3rSQmMhWok"" posts an ante of 333",2025-11-15T04:17:48.592Z,176318026859209
"""tanaka @ InoI33tFUO"" posts an ante of 333",2025-11-15T04:17:48.592Z,176318026859208
"Your hand is J♥, 3♠",2025-11-15T04:17:48.592Z,176318026859207
"Player stacks: #2 ""tanaka @ InoI33tFUO"" (42378) | #5 ""ramune @ 3rSQmMhWok"" (123102) | #6 ""wafu @ Oc04ITRF7i"" (57607) | #7 ""ANN @ IjVUpuZ9EK"" (57280) | #9 ""whywaita @ DtjzvbAuKs"" (119633)",2025-11-15T04:17:48.592Z,176318026859202
"-- starting hand #63 (id: ie0cjt3ocl2u)  (No Limit Texas Hold'em) (dealer: ""tanaka @ InoI33tFUO"") --",2025-11-15T04:17:48.592Z,176318026859201
"The player ""piyo @ 8_zd4NO6-H"" quits the game with a stack of 0.",2025-11-15T04:17:48.592Z,176318026859200
"-- ending hand #62 --",2025-11-15T04:17:42.523Z,176318026252301
"""ramune @ 3rSQmMhWok"" collected 73618 from pot with Two Pair, K's & 5's (combination: K♣, K♦, 5♣, 5♠, A♣)",2025-11-15T04:17:42.523Z,176318026252300
